forecast_day,pm10_value,pm25_value,o3_value,no2_value,so2_value
2025-10-12,34.12180555555553,16.708194444444448,26.765833333333333,46.443472222222226,9.082222222222223
2025-10-13,32.48263888888887,15.56305555555556,33.51902777777779,44.515277777777726,10.15569444444444
2025-10-14,34.13597222222223,17.352638888888894,31.906805555555547,49.80194444444442,11.250972222222213
2025-10-15,35.94736111111109,17.645,36.105555555555526,50.640138888888835,10.844861111111106
2025-10-16,34.89263888888889,17.212222222222213,37.684722222222206,47.649861111111086,10.374166666666653
2025-10-17,34.12013888888889,17.013611111111107,37.304444444444435,47.85333333333328,10.922916666666657
2025-10-18,35.50083333333333,17.643055555555552,36.72750000000002,48.29847222222217,10.376249999999992
