pollutant,R2,RMSE
pm10_value,0.4938201327285028,11.735801676072823
pm25_value,0.5894751237445941,6.907154228084712
o3_value,0.7377758266889118,10.99889555006272
no2_value,0.4219508494391423,11.869737059063247
so2_value,0.6435861019287445,2.269037071967512
